Time(sec),EDA(uS),EDA_Filtered(uS),EDA_Valid(1Yes_0No),EDA_w_NaN_from_QA(uS),Temp(C)
6.3644e+10,0.704,0.70237,1,0.704,31
6.3644e+10,0.704,0.7024,1,0.704,31
6.3644e+10,0.704,0.70242,1,0.704,31
6.3644e+10,0.704,0.70245,1,0.704,31
6.3644e+10,0.704,0.70247,1,0.704,31
6.3644e+10,0.7,0.70249,1,0.7,31
6.3644e+10,0.704,0.70252,1,0.704,31
6.3644e+10,0.704,0.70254,1,0.704,31
6.3644e+10,0.7,0.70256,1,0.7,31
6.3644e+10,0.704,0.70259,1,0.704,31
6.3644e+10,0.704,0.70261,1,0.704,31
6.3644e+10,0.704,0.70263,1,0.704,31
6.3644e+10,0.704,0.70265,1,0.704,31
6.3644e+10,0.704,0.70267,1,0.704,31
6.3644e+10,0.704,0.70269,1,0.704,31
6.3644e+10,0.704,0.70271,1,0.704,31
6.3644e+10,0.7,0.70273,1,0.7,31
6.3644e+10,0.7,0.70274,1,0.7,31
6.3644e+10,0.7,0.70276,1,0.7,31
6.3644e+10,0.704,0.70278,1,0.704,31
6.3644e+10,0.704,0.70279,1,0.704,31
6.3644e+10,0.701,0.70281,1,0.701,31
6.3644e+10,0.7,0.70282,1,0.7,31
6.3644e+10,0.704,0.70284,1,0.704,31
6.3644e+10,0.704,0.70285,1,0.704,31
6.3644e+10,0.704,0.70286,1,0.704,31
6.3644e+10,0.704,0.70287,1,0.704,31
6.3644e+10,0.704,0.70288,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70289,1,0.704,31
6.3644e+10,0.704,0.70288,1,0.704,31
6.3644e+10,0.704,0.70287,1,0.704,31
6.3644e+10,0.704,0.70286,1,0.704,31
6.3644e+10,0.7,0.70285,1,0.7,31
6.3644e+10,0.704,0.70284,1,0.704,31
6.3644e+10,0.704,0.70283,1,0.704,31
6.3644e+10,0.7,0.70282,1,0.7,31
6.3644e+10,0.704,0.70281,1,0.704,31
6.3644e+10,0.704,0.70279,1,0.704,31
6.3644e+10,0.7,0.70278,1,0.7,31
6.3644e+10,0.704,0.70276,1,0.704,31
6.3644e+10,0.7,0.70275,1,0.7,31
6.3644e+10,0.704,0.70273,1,0.704,31
6.3644e+10,0.704,0.70271,1,0.704,31
6.3644e+10,0.704,0.70269,1,0.704,31
6.3644e+10,0.704,0.70267,1,0.704,31
6.3644e+10,0.7,0.70265,1,0.7,31
6.3644e+10,0.704,0.70263,1,0.704,31
6.3644e+10,0.704,0.70261,1,0.704,31
6.3644e+10,0.704,0.70259,1,0.704,31
6.3644e+10,0.704,0.70256,1,0.704,31
6.3644e+10,0.704,0.70254,1,0.704,31
6.3644e+10,0.704,0.70251,1,0.704,31
6.3644e+10,0.704,0.70249,1,0.704,31
6.3644e+10,0.704,0.70246,1,0.704,31
6.3644e+10,0.704,0.70244,1,0.704,31
6.3644e+10,0.704,0.70241,1,0.704,31
6.3644e+10,0.704,0.70238,1,0.704,31
6.3644e+10,0.704,0.70235,1,0.704,31
6.3644e+10,0.7,0.70231,1,0.7,31
6.3644e+10,0.7,0.70228,1,0.7,31
6.3644e+10,0.704,0.70225,1,0.704,31
6.3644e+10,0.704,0.70222,1,0.704,31
6.3644e+10,0.704,0.70219,1,0.704,31
6.3644e+10,0.7,0.70215,1,0.7,31
6.3644e+10,0.7,0.70212,1,0.7,31
6.3644e+10,0.701,0.70209,1,0.701,31
6.3644e+10,0.701,0.70206,1,0.701,31
6.3644e+10,0.7,0.70203,1,0.7,31
6.3644e+10,0.704,0.702,1,0.704,31
6.3644e+10,0.7,0.70197,1,0.7,31
6.3644e+10,0.704,0.70194,1,0.704,31
6.3644e+10,0.704,0.70191,1,0.704,31
6.3644e+10,0.704,0.70188,1,0.704,31
6.3644e+10,0.701,0.70185,1,0.701,31
6.3644e+10,0.7,0.70182,1,0.7,31
6.3644e+10,0.704,0.70179,1,0.704,31
6.3644e+10,0.704,0.70176,1,0.704,31
6.3644e+10,0.697,0.70172,1,0.697,31
6.3644e+10,0.704,0.70169,1,0.704,31
6.3644e+10,0.704,0.70165,1,0.704,31
6.3644e+10,0.7,0.70162,1,0.7,31
6.3644e+10,0.7,0.70158,1,0.7,31
6.3644e+10,0.697,0.70155,1,0.697,31
6.3644e+10,0.701,0.70152,1,0.701,31
6.3644e+10,0.7,0.70149,1,0.7,31
6.3644e+10,0.697,0.70146,1,0.697,31
6.3644e+10,0.697,0.70143,1,0.697,31
6.3644e+10,0.704,0.70141,1,0.704,31
6.3644e+10,0.7,0.70139,1,0.7,31
6.3644e+10,0.7,0.70136,1,0.7,31
6.3644e+10,0.704,0.70134,1,0.704,31
6.3644e+10,0.7,0.70131,1,0.7,31
6.3644e+10,0.697,0.70129,1,0.697,31
6.3644e+10,0.7,0.70127,1,0.7,31
6.3644e+10,0.704,0.70124,1,0.704,31
6.3644e+10,0.704,0.70122,1,0.704,31
6.3644e+10,0.701,0.70119,1,0.701,31
6.3644e+10,0.701,0.70117,1,0.701,31
6.3644e+10,0.701,0.70114,1,0.701,31
6.3644e+10,0.701,0.70112,1,0.701,31
6.3644e+10,0.7,0.70109,1,0.7,31
6.3644e+10,0.704,0.70106,1,0.704,31
6.3644e+10,0.7,0.70103,1,0.7,31
6.3644e+10,0.697,0.701,1,0.697,31
6.3644e+10,0.697,0.70097,1,0.697,31
6.3644e+10,0.701,0.70095,1,0.701,31
6.3644e+10,0.701,0.70092,1,0.701,31
6.3644e+10,0.701,0.70089,1,0.701,31
6.3644e+10,0.697,0.70087,1,0.697,31
6.3644e+10,0.704,0.70084,1,0.704,31
6.3644e+10,0.704,0.70081,1,0.704,31
6.3644e+10,0.7,0.70078,1,0.7,31
6.3644e+10,0.701,0.70075,1,0.701,31
6.3644e+10,0.704,0.70072,1,0.704,31
6.3644e+10,0.7,0.70069,1,0.7,31
6.3644e+10,0.704,0.70066,1,0.704,31
6.3644e+10,0.704,0.70063,1,0.704,31
6.3644e+10,0.701,0.70059,1,0.701,31
6.3644e+10,0.704,0.70056,1,0.704,31
6.3644e+10,0.7,0.70052,1,0.7,31
6.3644e+10,0.701,0.70049,1,0.701,31
6.3644e+10,0.697,0.70046,1,0.697,31
6.3644e+10,0.7,0.70043,1,0.7,31
6.3644e+10,0.7,0.7004,1,0.7,31
6.3644e+10,0.701,0.70036,1,0.701,31
6.3644e+10,0.7,0.70033,1,0.7,31
6.3644e+10,0.704,0.7003,1,0.704,31
6.3644e+10,0.697,0.70027,1,0.697,31
6.3644e+10,0.704,0.70024,1,0.704,31
6.3644e+10,0.7,0.70021,1,0.7,31
6.3644e+10,0.704,0.70018,1,0.704,31
6.3644e+10,0.701,0.70014,1,0.701,31
6.3644e+10,0.701,0.7001,1,0.701,31
6.3644e+10,0.704,0.70007,1,0.704,31
6.3644e+10,0.697,0.70003,1,0.697,31
6.3644e+10,0.701,0.69999,1,0.701,31
6.3644e+10,0.697,0.69995,1,0.697,31
6.3644e+10,0.701,0.69992,1,0.701,31
6.3644e+10,0.704,0.69988,1,0.704,31
6.3644e+10,0.697,0.69984,1,0.697,31
6.3644e+10,0.697,0.6998,1,0.697,31
6.3644e+10,0.697,0.69977,1,0.697,31
6.3644e+10,0.701,0.69973,1,0.701,31
6.3644e+10,0.704,0.6997,1,0.704,31
6.3644e+10,0.704,0.69966,1,0.704,31
6.3644e+10,0.701,0.69962,1,0.701,31
6.3644e+10,0.7,0.69958,1,0.7,31
6.3644e+10,0.701,0.69954,1,0.701,31
6.3644e+10,0.704,0.6995,1,0.704,31
6.3644e+10,0.701,0.69945,1,0.701,31
6.3644e+10,0.7,0.69941,1,0.7,31
6.3644e+10,0.697,0.69936,1,0.697,31
6.3644e+10,0.697,0.69931,1,0.697,31
6.3644e+10,0.697,0.69926,1,0.697,31
6.3644e+10,0.701,0.69922,1,0.701,31
6.3644e+10,0.697,0.69917,1,0.697,31
6.3644e+10,0.697,0.69913,1,0.697,31
6.3644e+10,0.697,0.69908,1,0.697,31
6.3644e+10,0.697,0.69904,1,0.697,31
6.3644e+10,0.701,0.699,1,0.701,31
6.3644e+10,0.697,0.69896,1,0.697,31
6.3644e+10,0.7,0.69891,1,0.7,31
6.3644e+10,0.697,0.69887,1,0.697,31
6.3644e+10,0.697,0.69883,1,0.697,31
6.3644e+10,0.697,0.69879,1,0.697,31
6.3644e+10,0.697,0.69875,1,0.697,31
6.3644e+10,0.697,0.69871,1,0.697,31
6.3644e+10,0.697,0.69868,1,0.697,31
6.3644e+10,0.697,0.69864,1,0.697,31
6.3644e+10,0.697,0.6986,1,0.697,31
6.3644e+10,0.7,0.69857,1,0.7,31
6.3644e+10,0.697,0.69853,1,0.697,31
6.3644e+10,0.697,0.6985,1,0.697,31
6.3644e+10,0.697,0.69846,1,0.697,31
6.3644e+10,0.697,0.69843,1,0.697,31
6.3644e+10,0.697,0.69839,1,0.697,31
6.3644e+10,0.697,0.69836,1,0.697,31
6.3644e+10,0.697,0.69833,1,0.697,31
6.3644e+10,0.697,0.6983,1,0.697,31
6.3644e+10,0.697,0.69828,1,0.697,31
6.3644e+10,0.697,0.69825,1,0.697,31
6.3644e+10,0.701,0.69823,1,0.701,31
6.3644e+10,0.701,0.6982,1,0.701,31
6.3644e+10,0.697,0.69818,1,0.697,31
6.3644e+10,0.701,0.69815,1,0.701,31
6.3644e+10,0.701,0.69812,1,0.701,31
6.3644e+10,0.704,0.6981,1,0.704,31
6.3644e+10,0.697,0.69807,1,0.697,31
6.3644e+10,0.697,0.69804,1,0.697,31
6.3644e+10,0.701,0.69801,1,0.701,31
6.3644e+10,0.697,0.69798,1,0.697,31
6.3644e+10,0.697,0.69795,1,0.697,31
6.3644e+10,0.697,0.69792,1,0.697,31
6.3644e+10,0.701,0.69789,1,0.701,31
6.3644e+10,0.697,0.69787,1,0.697,31
6.3644e+10,0.697,0.69784,1,0.697,31
6.3644e+10,0.697,0.69782,1,0.697,31
6.3644e+10,0.697,0.69779,1,0.697,31
6.3644e+10,0.7,0.69777,1,0.7,31
6.3644e+10,0.697,0.69774,1,0.697,31
6.3644e+10,0.697,0.69772,1,0.697,31
6.3644e+10,0.697,0.6977,1,0.697,31
6.3644e+10,0.697,0.69768,1,0.697,31
6.3644e+10,0.697,0.69766,1,0.697,31
6.3644e+10,0.701,0.69764,1,0.701,31
6.3644e+10,0.697,0.69761,1,0.697,31
6.3644e+10,0.697,0.69759,1,0.697,31
6.3644e+10,0.697,0.69757,1,0.697,31
6.3644e+10,0.697,0.69755,1,0.697,31
6.3644e+10,0.697,0.69753,1,0.697,31
6.3644e+10,0.697,0.69752,1,0.697,31
6.3644e+10,0.701,0.6975,1,0.701,31
6.3644e+10,0.697,0.69748,1,0.697,31
6.3644e+10,0.697,0.69747,1,0.697,31
6.3644e+10,0.697,0.69745,1,0.697,31
6.3644e+10,0.697,0.69744,1,0.697,31
6.3644e+10,0.697,0.69743,1,0.697,31
6.3644e+10,0.697,0.69741,1,0.697,31
6.3644e+10,0.697,0.6974,1,0.697,31
6.3644e+10,0.697,0.69739,1,0.697,31
6.3644e+10,0.697,0.69737,1,0.697,31
6.3644e+10,0.697,0.69736,1,0.697,31
6.3644e+10,0.697,0.69735,1,0.697,31
6.3644e+10,0.697,0.69734,1,0.697,31
6.3644e+10,0.697,0.69732,1,0.697,31
6.3644e+10,0.697,0.69731,1,0.697,31
6.3644e+10,0.697,0.6973,1,0.697,31
6.3644e+10,0.697,0.69729,1,0.697,31
6.3644e+10,0.697,0.69728,1,0.697,31
6.3644e+10,0.697,0.69727,1,0.697,31
6.3644e+10,0.697,0.69726,1,0.697,31
6.3644e+10,0.697,0.69725,1,0.697,31
6.3644e+10,0.697,0.69723,1,0.697,31
6.3644e+10,0.697,0.69722,1,0.697,31
6.3644e+10,0.697,0.69721,1,0.697,31
6.3644e+10,0.697,0.6972,1,0.697,31
6.3644e+10,0.697,0.69719,1,0.697,31
6.3644e+10,0.697,0.69718,1,0.697,31
6.3644e+10,0.697,0.69717,1,0.697,31
6.3644e+10,0.697,0.69716,1,0.697,31
6.3644e+10,0.697,0.69715,1,0.697,31
6.3644e+10,0.697,0.69714,1,0.697,31
6.3644e+10,0.697,0.69713,1,0.697,31
6.3644e+10,0.697,0.69712,1,0.697,31
6.3644e+10,0.697,0.69711,1,0.697,31
6.3644e+10,0.697,0.6971,1,0.697,31
6.3644e+10,0.697,0.69709,1,0.697,31
6.3644e+10,0.697,0.69708,1,0.697,31
6.3644e+10,0.697,0.69707,1,0.697,31
6.3644e+10,0.697,0.69707,1,0.697,31
6.3644e+10,0.697,0.69706,1,0.697,31
6.3644e+10,0.697,0.69706,1,0.697,31
6.3644e+10,0.697,0.69705,1,0.697,31
6.3644e+10,0.697,0.69705,1,0.697,31
6.3644e+10,0.697,0.69704,1,0.697,31
6.3644e+10,0.697,0.69704,1,0.697,31
6.3644e+10,0.697,0.69704,1,0.697,31
6.3644e+10,0.697,0.69703,1,0.697,31
6.3644e+10,0.697,0.69703,1,0.697,31
6.3644e+10,0.697,0.69703,1,0.697,31
6.3644e+10,0.697,0.69702,1,0.697,31
6.3644e+10,0.697,0.69702,1,0.697,31
6.3644e+10,0.697,0.69702,1,0.697,31
6.3644e+10,0.697,0.69702,1,0.697,31
6.3644e+10,0.697,0.69701,1,0.697,31
6.3644e+10,0.697,0.69701,1,0.697,31
6.3644e+10,0.697,0.69701,1,0.697,31
6.3644e+10,0.697,0.69701,1,0.697,31
6.3644e+10,0.697,0.69701,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.697,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69699,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69698,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69697,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.695,0.69696,1,0.695,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69696,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69695,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69694,1,0.697,31
6.3644e+10,0.697,0.69693,1,0.697,31
6.3644e+10,0.697,0.69693,1,0.697,31
6.3644e+10,0.697,0.69693,1,0.697,31
6.3644e+10,0.697,0.69693,1,0.697,31
6.3644e+10,0.697,0.69693,1,0.697,31
6.3644e+10,0.697,0.69692,1,0.697,31
6.3644e+10,0.697,0.69692,1,0.697,31
6.3644e+10,0.697,0.69692,1,0.697,31
6.3644e+10,0.697,0.69692,1,0.697,31
6.3644e+10,0.697,0.69692,1,0.697,31
6.3644e+10,0.697,0.69692,1,0.697,31
6.3644e+10,0.697,0.69691,1,0.697,31
6.3644e+10,0.697,0.69691,1,0.697,31
6.3644e+10,0.697,0.69691,1,0.697,31
6.3644e+10,0.697,0.69691,1,0.697,31
6.3644e+10,0.697,0.69691,1,0.697,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.695,0.6969,1,0.695,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.697,0.6969,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.695,0.69689,1,0.695,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69689,1,0.697,31
6.3644e+10,0.697,0.69688,1,0.697,31
6.3644e+10,0.697,0.69688,1,0.697,31
6.3644e+10,0.697,0.69688,1,0.697,31
6.3644e+10,0.697,0.69688,1,0.697,31
6.3644e+10,0.697,0.69687,1,0.697,31
6.3644e+10,0.697,0.69687,1,0.697,31
6.3644e+10,0.697,0.69687,1,0.697,31
6.3644e+10,0.697,0.69686,1,0.697,31
6.3644e+10,0.697,0.69686,1,0.697,31
6.3644e+10,0.697,0.69686,1,0.697,31
6.3644e+10,0.697,0.69685,1,0.697,31
6.3644e+10,0.697,0.69685,1,0.697,31
6.3644e+10,0.697,0.69684,1,0.697,31
6.3644e+10,0.695,0.69684,1,0.695,31
6.3644e+10,0.697,0.69684,1,0.697,31
6.3644e+10,0.697,0.69683,1,0.697,31
6.3644e+10,0.695,0.69682,1,0.695,31
6.3644e+10,0.697,0.69682,1,0.697,31
6.3644e+10,0.697,0.69681,1,0.697,31
6.3644e+10,0.697,0.69681,1,0.697,31
6.3644e+10,0.697,0.6968,1,0.697,31
6.3644e+10,0.697,0.6968,1,0.697,31
6.3644e+10,0.697,0.69679,1,0.697,31
6.3644e+10,0.697,0.69679,1,0.697,31
6.3644e+10,0.697,0.69678,1,0.697,31
6.3644e+10,0.697,0.69678,1,0.697,31
6.3644e+10,0.695,0.69677,1,0.695,31
6.3644e+10,0.697,0.69677,1,0.697,31
6.3644e+10,0.697,0.69676,1,0.697,31
6.3644e+10,0.697,0.69676,1,0.697,31
6.3644e+10,0.697,0.69675,1,0.697,31
6.3644e+10,0.697,0.69675,1,0.697,31
6.3644e+10,0.697,0.69674,1,0.697,31
6.3644e+10,0.697,0.69673,1,0.697,31
6.3644e+10,0.697,0.69673,1,0.697,31
6.3644e+10,0.697,0.69672,1,0.697,31
6.3644e+10,0.697,0.69671,1,0.697,31
6.3644e+10,0.697,0.69671,1,0.697,31
6.3644e+10,0.697,0.6967,1,0.697,31
6.3644e+10,0.697,0.69669,1,0.697,31
6.3644e+10,0.697,0.69669,1,0.697,31
6.3644e+10,0.697,0.69668,1,0.697,31
6.3644e+10,0.697,0.69667,1,0.697,31
6.3644e+10,0.697,0.69666,1,0.697,31
6.3644e+10,0.697,0.69665,1,0.697,31
6.3644e+10,0.697,0.69664,1,0.697,31
6.3644e+10,0.697,0.69663,1,0.697,31
6.3644e+10,0.697,0.69662,1,0.697,31
6.3644e+10,0.697,0.69661,1,0.697,31
6.3644e+10,0.697,0.6966,1,0.697,31
6.3644e+10,0.697,0.69659,1,0.697,31
6.3644e+10,0.697,0.69658,1,0.697,31
6.3644e+10,0.697,0.69657,1,0.697,31
6.3644e+10,0.697,0.69656,1,0.697,31
6.3644e+10,0.697,0.69655,1,0.697,31
6.3644e+10,0.697,0.69654,1,0.697,31
6.3644e+10,0.697,0.69653,1,0.697,31
6.3644e+10,0.697,0.69651,1,0.697,31
6.3644e+10,0.696,0.6965,1,0.696,31.2
6.3644e+10,0.699,0.69649,1,0.699,31.4
6.3644e+10,0.695,0.69648,1,0.695,31.4
6.3644e+10,0.699,0.69646,1,0.699,31.2
6.3644e+10,0.695,0.69645,1,0.695,31.2
6.3644e+10,0.695,0.69643,1,0.695,31.4
6.3644e+10,0.695,0.69642,1,0.695,31.2
6.3644e+10,0.695,0.69641,1,0.695,31.4
6.3644e+10,0.695,0.6964,1,0.695,31.4
6.3644e+10,0.695,0.69639,1,0.695,31.4
6.3644e+10,0.695,0.69638,1,0.695,31.4
6.3644e+10,0.697,0.69637,1,0.697,31.4
6.3644e+10,0.697,0.69636,1,0.697,31.2
6.3644e+10,0.697,0.69635,1,0.697,31.2
6.3644e+10,0.697,0.69634,1,0.697,31.4
6.3644e+10,0.697,0.69633,1,0.697,31.2
6.3644e+10,0.695,0.69632,1,0.695,31.4
6.3644e+10,0.697,0.69631,1,0.697,31.4
6.3644e+10,0.697,0.6963,1,0.697,31.4
6.3644e+10,0.691,0.69629,1,0.691,31
6.3644e+10,0.695,0.69628,1,0.695,31
6.3644e+10,0.693,0.69627,1,0.693,31
6.3644e+10,0.697,0.69626,1,0.697,31
6.3644e+10,0.697,0.69626,1,0.697,31
6.3644e+10,0.697,0.69625,1,0.697,31
6.3644e+10,0.697,0.69624,1,0.697,31
6.3644e+10,0.697,0.69623,1,0.697,31
6.3644e+10,0.697,0.69622,1,0.697,31
6.3644e+10,0.697,0.69621,1,0.697,31
6.3644e+10,0.697,0.6962,1,0.697,31
6.3644e+10,0.697,0.69619,1,0.697,31
6.3644e+10,0.695,0.69618,1,0.695,31
6.3644e+10,0.697,0.69617,1,0.697,31
6.3644e+10,0.695,0.69616,1,0.695,31
6.3644e+10,0.695,0.69615,1,0.695,31
6.3644e+10,0.697,0.69614,1,0.697,31
6.3644e+10,0.697,0.69612,1,0.697,31
6.3644e+10,0.695,0.69611,1,0.695,31
6.3644e+10,0.697,0.6961,1,0.697,31
6.3644e+10,0.697,0.69609,1,0.697,31
6.3644e+10,0.697,0.69607,1,0.697,31
6.3644e+10,0.695,0.69606,1,0.695,31
6.3644e+10,0.695,0.69605,1,0.695,31
6.3644e+10,0.697,0.69603,1,0.697,31
6.3644e+10,0.697,0.69602,1,0.697,31
6.3644e+10,0.695,0.69601,1,0.695,31
6.3644e+10,0.695,0.69599,1,0.695,31
6.3644e+10,0.695,0.69598,1,0.695,31
6.3644e+10,0.697,0.69597,1,0.697,31
6.3644e+10,0.697,0.69596,1,0.697,31
6.3644e+10,0.695,0.69594,1,0.695,31
6.3644e+10,0.697,0.69593,1,0.697,31
6.3644e+10,0.697,0.69592,1,0.697,31
6.3644e+10,0.697,0.6959,1,0.697,31
6.3644e+10,0.697,0.69589,1,0.697,31
6.3644e+10,0.695,0.69587,1,0.695,31
6.3644e+10,0.695,0.69586,1,0.695,31
6.3644e+10,0.695,0.69584,1,0.695,31
6.3644e+10,0.697,0.69583,1,0.697,31
6.3644e+10,0.695,0.69582,1,0.695,31
6.3644e+10,0.697,0.6958,1,0.697,31
6.3644e+10,0.697,0.69579,1,0.697,31
6.3644e+10,0.695,0.69577,1,0.695,31
6.3644e+10,0.697,0.69576,1,0.697,31
6.3644e+10,0.695,0.69575,1,0.695,31
6.3644e+10,0.695,0.69573,1,0.695,31
6.3644e+10,0.697,0.69572,1,0.697,31
6.3644e+10,0.695,0.69571,1,0.695,31
6.3644e+10,0.695,0.69569,1,0.695,31
6.3644e+10,0.695,0.69568,1,0.695,31
6.3644e+10,0.695,0.69566,1,0.695,31
6.3644e+10,0.697,0.69565,1,0.697,31
6.3644e+10,0.697,0.69563,1,0.697,31
6.3644e+10,0.697,0.69562,1,0.697,31
6.3644e+10,0.695,0.6956,1,0.695,31
6.3644e+10,0.697,0.69558,1,0.697,31
6.3644e+10,0.695,0.69556,1,0.695,31
6.3644e+10,0.697,0.69554,1,0.697,31
6.3644e+10,0.697,0.69552,1,0.697,31
6.3644e+10,0.697,0.6955,1,0.697,31
6.3644e+10,0.695,0.69548,1,0.695,31
6.3644e+10,0.695,0.69546,1,0.695,31
6.3644e+10,0.695,0.69544,1,0.695,31
6.3644e+10,0.695,0.69542,1,0.695,31
6.3644e+10,0.695,0.6954,1,0.695,31
6.3644e+10,0.695,0.69538,1,0.695,31
6.3644e+10,0.695,0.69536,1,0.695,31
6.3644e+10,0.695,0.69534,1,0.695,31
6.3644e+10,0.697,0.69532,1,0.697,31
6.3644e+10,0.697,0.69529,1,0.697,31
6.3644e+10,0.695,0.69527,1,0.695,31
6.3644e+10,0.695,0.69525,1,0.695,31
