Time(sec),EDA(uS),EDA_Valid(1Yes_0No),EDA_w_NaN_from_QA(uS),Temp(C)
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.45,0,NaN,34.9
6.3644e+10,65.63,0,NaN,35.2
6.3644e+10,65.63,0,NaN,35.2
6.3644e+10,65.63,0,NaN,35.2
6.3644e+10,65.63,0,NaN,34.9
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.81,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.63,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.72,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.72,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.45,0,NaN,35.2
6.3644e+10,65.63,0,NaN,34.9
6.3644e+10,65.63,0,NaN,35.2
6.3644e+10,65.63,0,NaN,35.2
6.3644e+10,65.58,0,NaN,34.9
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.2,0,NaN,35.8
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.5,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65.55,0,NaN,36.2
6.3644e+10,65.09,0,NaN,35.8
6.3644e+10,65.18,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.6
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65.08,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.4
6.3644e+10,65,0,NaN,35.6
6.3644e+10,65.18,0,NaN,35.4
6.3644e+10,65.38,0,NaN,35.4
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.81,0,NaN,35.2
6.3644e+10,65.81,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.9,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,34.9
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,34.9
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.4,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.3,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.91,0,NaN,34.9
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.91,0,NaN,34.9
6.3644e+10,65.91,0,NaN,34.9
6.3644e+10,65.81,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65.91,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.9,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.08,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.08,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.5,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.5,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,35.2
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,60.86,0,NaN,35.6
6.3644e+10,65.27,0,NaN,35.4
6.3644e+10,65.59,0,NaN,35.4
6.3644e+10,65.18,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65.5,0,NaN,35.4
6.3644e+10,65.09,0,NaN,35.4
6.3644e+10,65.5,0,NaN,35.4
6.3644e+10,65.18,0,NaN,35.4
6.3644e+10,65.18,0,NaN,35.4
6.3644e+10,65.3,0,NaN,34.9
6.3644e+10,65.18,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
6.3644e+10,65.09,0,NaN,34.9
