Time(sec),EDA(uS),EDA_Valid(1Yes_0No),EDA_w_NaN_from_QA(uS),Temp(C)
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,30.8
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.708,1,0.708,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31.4
6.3644e+10,0.703,1,0.703,31.2
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.701,1,0.701,31.4
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.7,1,0.7,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.7,1,0.7,31.2
6.3644e+10,0.7,1,0.7,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.7,1,0.7,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.701,1,0.701,31.2
6.3644e+10,0.704,1,0.704,31.2
6.3644e+10,0.7,1,0.7,31.2
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.704,1,0.704,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.7,1,0.7,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.701,1,0.701,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
6.3644e+10,0.697,1,0.697,31
